DATE,DATE & TIME,SIDE,SYMBOL,QTY,PRICE,REALIZED P&L
1/2/1991,1991-01-02-10.30.15.000000,SELL,OVY,342.0,45.81,0.0
1/2/1991,1991-01-02-10.30.40.000000,BUY,FCL,106.0,145.24,0.0
1/7/1991,1991-01-07-11.08.27.000000,BUY,PPHE,500.0,6.27,0.0
1/7/1991,1991-01-07-11.13.10.000000,BUY,CGTV,5706.0,10.2,0.0
1/7/1991,1991-01-07-11.13.10.000000,BUY,CGTV,4294.0,10.2,0.0
1/7/1991,1991-01-07-14.40.59.000000,BUY,PPHE,500.0,6.28,0.0
1/8/1991,1991-01-08-11.43.17.000000,BUY,ERTA,2.0,172.97,0.0
1/8/1991,1991-01-08-14.57.19.000000,BUY,PFGE,400.0,48.76,0.0
1/9/1991,1991-01-09-13.05.12.000000,BUY,PPHE,500.0,6.08,0.0
1/9/1991,1991-01-09-13.47.03.000000,BUY,PPHE,500.0,6.08,0.0
1/9/1991,1991-01-09-14.49.43.000000,BUY,CGTV,14.0,10.43,0.0
1/9/1991,1991-01-09-14.49.43.000000,BUY,CGTV,986.0,10.46,0.0
1/10/1991,1991-01-10-09.48.16.000000,BUY,QYVND,10000.0,1.07,0.0
1/10/1991,1991-01-10-09.59.07.000000,BUY,PPHE,500.0,6.12,0.0
1/10/1991,1991-01-10-09.59.47.000000,BUY,PPHE,250.0,6.15,0.0
1/10/1991,1991-01-10-10.07.55.000000,BUY,CGTV,1000.0,10.43,0.0
1/10/1991,1991-01-10-10.23.42.000000,BUY,ZVSV,10000.0,1.43,0.0
1/10/1991,1991-01-10-10.31.18.000000,BUY,ZVSV,10000.0,1.43,0.0
1/10/1991,1991-01-10-12.13.24.000000,BUY,PPHE,250.0,6.0,0.0
1/10/1991,1991-01-10-13.22.58.000000,BUY,YZBF,1000.0,9.45,0.0
1/10/1991,1991-01-10-14.14.01.000000,BUY,YZBF,100.0,9.36,0.0
1/11/1991,1991-01-11-09.36.36.000000,BUY,QYVND,5000.0,1.01,0.0
1/11/1991,1991-01-11-09.37.53.000000,SELL,NUP,2500.0,5.25,0.0
1/11/1991,1991-01-11-09.39.20.000000,BUY,PPHE,2000.0,5.99,0.0
1/11/1991,1991-01-11-09.52.30.000000,BUY,PPHE,2000.0,5.95,0.0
1/11/1991,1991-01-11-11.07.15.000000,BUY,PPHE,2000.0,5.86,0.0
1/11/1991,1991-01-11-15.04.23.000000,BUY,PPHE,1000.0,5.95,0.0
1/11/1991,1991-01-11-15.11.10.000000,BUY,PPHE,500.0,5.95,0.0
1/11/1991,1991-01-11-15.12.41.000000,BUY,PPHE,500.0,5.92,0.0
1/11/1991,1991-01-11-15.13.16.000000,BUY,PPHE,250.0,5.97,0.0
1/11/1991,1991-01-11-15.13.44.000000,BUY,PPHE,250.0,5.99,0.0
1/11/1991,1991-01-11-15.36.24.000000,BUY,PPHE,500.0,6.07,0.0
1/14/1991,1991-01-14-10.20.00.000000,SELL,DDD,294.0,66.76,0.0
1/14/1991,1991-01-14-10.22.30.000000,BUY,FCL,133.0,146.56,0.0
1/14/1991,1991-01-14-10.24.46.000000,BUY,OVY,3.0,45.81,0.0000
1/14/1991,1991-01-14-10.48.34.000000,BUY,YZBF,900.0,9.5,0.0
1/14/1991,1991-01-14-12.43.35.000000,BUY,PPHE,800.0,6.0,0.0
1/14/1991,1991-01-14-13.14.44.000000,BUY,PPHE,1000.0,6.12,0.0
1/14/1991,1991-01-14-15.57.38.000000,BUY,ZEIP,500.0,9.21,0.0
1/15/1991,1991-01-15-09.45.11.000000,SELL,NUP,2500.0,5.15,0.0
1/15/1991,1991-01-15-09.57.07.000000,BUY,ZEIP,500.0,9.0,0.0
1/15/1991,1991-01-15-10.26.41.000000,BUY,YZBF,5000.0,9.04,0.0
1/15/1991,1991-01-15-11.15.18.000000,BUY,ZEIP,500.0,9.14,0.0
1/15/1991,1991-01-15-11.16.46.000000,BUY,ZEIP,500.0,9.18,0.0
1/15/1991,1991-01-15-11.18.36.000000,BUY,ZEIP,500.0,9.2,0.0
1/15/1991,1991-01-15-11.24.06.000000,SELL,NUP,1000.0,5.24,0.0
1/15/1991,1991-01-15-14.08.51.000000,BUY,YZBF,3063.0,9.0,0.0
1/15/1991,1991-01-15-14.26.08.000000,BUY,CGTV,5000.0,10.31,0.0
1/15/1991,1991-01-15-15.41.51.000000,BUY,YZBF,4083.0,9.05,0.0
1/16/1991,1991-01-16-09.28.20.000000,BUY,YZBF,1937.0,9.05,0.0
1/16/1991,1991-01-16-09.50.17.000000,BUY,PPHE,1500.0,6.0,0.0
1/16/1991,1991-01-16-10.58.02.000000,BUY,PPHE,200.0,5.99,0.0
1/16/1991,1991-01-16-10.58.02.000000,BUY,PPHE,2800.0,6.0,0.0
1/16/1991,1991-01-16-11.26.05.000000,BUY,PPHE,2000.0,6.0,0.0
1/16/1991,1991-01-16-11.27.19.000000,BUY,PPHE,2000.0,6.0,0.0
1/16/1991,1991-01-16-11.34.10.000000,BUY,ZEIP,500.0,9.2,0.0
1/16/1991,1991-01-16-11.59.33.000000,BUY,PPHE,1000.0,6.01,0.0
1/16/1991,1991-01-16-12.28.54.000000,BUY,PPHE,1000.0,6.05,0.0
1/16/1991,1991-01-16-14.19.25.000000,BUY,PVR,3000.0,25.04,0.0
1/16/1991,1991-01-16-15.47.49.000000,SELL,VDAG,5000.0,3.12,0.0
1/16/1991,1991-01-16-15.51.32.000000,SELL,VDAG,4507.0,3.16,0.0
1/16/1991,1991-01-16-15.52.35.000000,SELL,VDAG,5000.0,3.15,0.0
1/16/1991,1991-01-16-15.55.52.000000,SELL,VDAG,5000.0,3.15,0.0
1/17/1991,1991-01-17-09.34.30.000000,SELL,VDAG,5000.0,3.27,0.0
1/17/1991,1991-01-17-09.36.25.000000,BUY,PPHE,1000.0,6.0,0.0
1/17/1991,1991-01-17-09.43.29.000000,SELL,VDAG,5000.0,3.29,0.0
1/17/1991,1991-01-17-09.44.14.000000,SELL,VDAG,5000.0,3.32,0.0
1/17/1991,1991-01-17-09.44.59.000000,SELL,VDAG,5000.0,3.34,0.0
1/17/1991,1991-01-17-09.46.16.000000,SELL,VDAG,5000.0,3.31,0.0
1/17/1991,1991-01-17-09.54.49.000000,SELL,VDAG,5000.0,3.43,0.0
1/17/1991,1991-01-17-10.02.17.000000,SELL,VDAG,5000.0,3.44,0.0
1/17/1991,1991-01-17-10.25.32.000000,SELL,VDAG,5000.0,3.48,0.0
1/17/1991,1991-01-17-11.23.34.000000,SELL,VDAG,5000.0,3.5,0.0
1/17/1991,1991-01-17-12.02.19.000000,BUY,ZEIP,1000.0,9.22,0.0
1/17/1991,1991-01-17-12.04.39.000000,BUY,ZEIP,1000.0,9.23,0.0
1/17/1991,1991-01-17-12.44.50.000000,BUY,YZBF,6974.0,9.0,0.0
1/17/1991,1991-01-17-12.46.26.000000,BUY,UGPB,2500.0,9.6,0.0
1/17/1991,1991-01-17-13.14.45.000000,BUY,UGPB,2400.0,9.6,0.0
1/17/1991,1991-01-17-13.43.52.000000,BUY,UGPB,1492.0,9.6,0.0
1/17/1991,1991-01-17-15.27.50.000000,BUY,UNY,500.0,36.31,0.0
1/17/1991,1991-01-17-15.27.50.000000,BUY,UNY,1000.0,36.31,0.0
1/17/1991,1991-01-17-15.48.18.000000,SELL,NUP,1422.0,5.3,0.0
1/18/1991,1991-01-18-12.04.26.000000,BUY,PBAR,2000.0,20.84,0.0
1/18/1991,1991-01-18-13.10.37.000000,BUY,PBAR,1000.0,21.01,0.0
1/18/1991,1991-01-18-13.18.28.000000,SELL,UNY,1500.0,37.3,1485.0000
1/18/1991,1991-01-18-14.18.48.000000,BUY,CGTV,1000.0,10.7,0.0
1/18/1991,1991-01-18-14.27.17.000000,BUY,VAGP,2000.0,21.18,0.0
1/18/1991,1991-01-18-15.39.52.000000,BUY,CGTV,2000.0,10.7,0.0
1/22/1991,1991-01-22-10.03.10.000000,BUY,YZBF,323.0,0.0,0.0
1/22/1991,1991-01-22-10.03.10.000000,BUY,YZBF,323.0,0.0,0.0
1/22/1991,1991-01-22-11.25.46.000000,SELL,PBAR,3000.0,22.0,3310.0000
1/22/1991,1991-01-22-11.31.56.000000,BUY,HEV,600.0,48.92,0.0
1/22/1991,1991-01-22-11.39.42.000000,BUY,NQRF,200.0,22.15,0.0
1/22/1991,1991-01-22-11.39.42.000000,BUY,NQRF,600.0,22.23,0.0
1/22/1991,1991-01-22-11.39.42.000000,BUY,NQRF,1200.0,22.25,0.0
1/22/1991,1991-01-22-11.46.31.000000,BUY,NQRF,1000.0,22.5,0.0
1/22/1991,1991-01-22-12.51.42.000000,BUY,JCM,700.0,51.17,0.0
1/22/1991,1991-01-22-13.53.11.000000,BUY,PVR,2100.0,24.32,0.0
1/22/1991,1991-01-22-13.53.11.000000,BUY,PVR,2900.0,24.33,0.0
1/22/1991,1991-01-22-15.45.36.000000,BUY,NQRF,200.0,22.44,0.0
1/22/1991,1991-01-22-15.45.36.000000,BUY,NQRF,800.0,22.44,0.0
1/23/1991,1991-01-23-10.16.02.000000,BUY,NQRF,200.0,22.74,0.0
1/23/1991,1991-01-23-10.16.02.000000,BUY,NQRF,800.0,22.75,0.0
1/23/1991,1991-01-23-10.49.12.000000,BUY,ZEIP,395.0,9.44,0.0
1/23/1991,1991-01-23-11.33.47.000000,BUY,ZEIP,500.0,9.33,0.0
1/23/1991,1991-01-23-12.39.10.000000,BUY,YLO,10.0,61.73,0.0
1/23/1991,1991-01-23-15.59.57.000000,SELL,NNCY,100.0,514.05,0.0
1/24/1991,1991-01-24-10.12.20.000000,SELL,NQRF,2500.0,23.5,2312.0000
1/24/1991,1991-01-24-10.37.10.000000,SELL,NQRF,1000.0,23.75,1375.0000
1/24/1991,1991-01-24-10.39.55.000000,BUY,HEV,400.0,49.99,0.0
1/24/1991,1991-01-24-10.50.07.000000,SELL,NQRF,1500.0,23.88,2477.0000
1/24/1991,1991-01-24-10.54.43.000000,BUY,NNCY,125.0,462.48,5157.0000
1/24/1991,1991-01-24-10.56.32.000000,BUY,UNY,500.0,38.26,0.0
1/24/1991,1991-01-24-13.16.09.000000,BUY,JCM,1000.0,50.78,0.0
1/24/1991,1991-01-24-13.35.56.000000,BUY,ZEIP,491.0,9.7,0.0
1/24/1991,1991-01-24-13.35.56.000000,BUY,ZEIP,509.0,9.87,0.0
1/24/1991,1991-01-24-13.49.26.000000,BUY,ZEIP,333.0,9.9,0.0
1/24/1991,1991-01-24-14.04.40.000000,BUY,ZEIP,133.0,9.95,0.0
1/24/1991,1991-01-24-15.04.43.000000,SELL,YB,18.0,39.62,0.0
1/25/1991,1991-01-25-10.30.11.000000,SELL,NQRF,1000.0,24.0,0.0
1/25/1991,1991-01-25-11.01.48.000000,BUY,OVY,11.0,45.81,0.0000
1/25/1991,1991-01-25-11.01.58.000000,SELL,RRZ,185.0,43.96,0.0
1/25/1991,1991-01-25-11.03.54.000000,BUY,FCL,47.0,149.72,0.0
1/25/1991,1991-01-25-11.41.48.000000,BUY,NNCY,25.0,444.18,0.0
1/25/1991,1991-01-25-12.24.07.000000,SELL,DPBZ,300.0,63.86,0.0
1/25/1991,1991-01-25-12.25.27.000000,SELL,AF,109.0,50.16,0.0
1/25/1991,1991-01-25-12.26.56.000000,SELL,HEV,400.0,51.21,488.0000
1/25/1991,1991-01-25-12.28.45.000000,SELL,XYNP,150.0,56.33,0.0
1/25/1991,1991-01-25-12.53.27.000000,BUY,UGPB,2436.0,9.55,0.0
1/25/1991,1991-01-25-12.55.00.000000,SELL,NUP,2500.0,5.23,0.0
1/25/1991,1991-01-25-13.07.45.000000,SELL,HEV,1000.0,51.0,1248.0000
1/25/1991,1991-01-25-14.16.31.000000,BUY,NNCY,50.0,443.62,0.0
1/25/1991,1991-01-25-14.53.52.000000,BUY,NNCY,25.0,445.18,0.0
1/25/1991,1991-01-25-15.09.52.000000,SELL,FCCC,6420.0,10.0,0.0
1/28/1991,1991-01-28-09.35.44.000000,SELL,PPHE,5000.0,6.85,4190.0000
1/28/1991,1991-01-28-09.42.46.000000,SELL,FCCC,3580.0,10.0,0.0
1/28/1991,1991-01-28-09.45.48.000000,BUY,NNCY,75.0,445.7,0.0
1/28/1991,1991-01-28-09.47.18.000000,BUY,CGTV,1500.0,10.2,0.0
1/28/1991,1991-01-28-09.53.43.000000,SELL,NUP,2500.0,5.32,0.0
1/28/1991,1991-01-28-09.56.37.000000,BUY,NNCY,25.0,447.61,0.0
1/28/1991,1991-01-28-10.08.42.000000,SELL,ZPC,1000.0,7.64,0.0
1/28/1991,1991-01-28-10.18.54.000000,BUY,NNCY,50.0,445.13,0.0
1/28/1991,1991-01-28-10.19.57.000000,BUY,NNCY,25.0,445.06,0.0
1/28/1991,1991-01-28-10.22.45.000000,BUY,NNCY,50.0,446.31,0.0
1/28/1991,1991-01-28-11.06.34.000000,BUY,EEP,300.0,67.29,0.0
1/28/1991,1991-01-28-11.06.34.000000,BUY,EEP,450.0,67.29,0.0
1/28/1991,1991-01-28-11.32.58.000000,BUY,YZBF,1000.0,9.39,0.0
1/28/1991,1991-01-28-11.41.43.000000,BUY,NQRF,200.0,22.84,232.0000
1/28/1991,1991-01-28-11.41.43.000000,BUY,NQRF,400.0,22.85,460.0000
1/28/1991,1991-01-28-11.41.43.000000,BUY,NQRF,900.0,23.02,392.0000
1/28/1991,1991-01-28-11.44.44.000000,SELL,RIBY,10000.0,6.48,0.0
1/28/1991,1991-01-28-12.00.25.000000,BUY,ZEIP,534.0,9.5,0.0
1/28/1991,1991-01-28-12.20.05.000000,BUY,NNCY,50.0,452.22,0.0
1/28/1991,1991-01-28-12.50.18.000000,SELL,NUP,2500.0,5.32,0.0
1/28/1991,1991-01-28-14.38.57.000000,SELL,RIBY,400.0,6.51,0.0
1/28/1991,1991-01-28-14.39.58.000000,SELL,RIBY,10000.0,6.47,0.0
1/28/1991,1991-01-28-14.45.02.000000,BUY,YZBF,12.0,9.22,0.0
1/28/1991,1991-01-28-14.56.34.000000,BUY,NCP,200.0,79.4,0.0
1/28/1991,1991-01-28-14.56.34.000000,BUY,NCP,500.0,79.4,0.0
1/28/1991,1991-01-28-15.16.36.000000,SELL,NUP,2500.0,5.33,0.0
1/28/1991,1991-01-28-15.19.00.000000,BUY,ZEIP,972.0,9.45,0.0
1/28/1991,1991-01-28-15.25.36.000000,SELL,RIBY,5000.0,6.5,0.0
1/28/1991,1991-01-28-15.36.44.000000,BUY,TR,94.0,22.5,0.0
1/28/1991,1991-01-28-15.44.55.000000,SELL,RIBY,14687.0,6.46,0.0
1/28/1991,1991-01-28-15.51.21.000000,SELL,NUP,2500.0,5.4,0.0
1/29/1991,1991-01-29-09.33.44.000000,SELL,XREK,6500.0,8.0,0.0
1/29/1991,1991-01-29-09.40.39.000000,SELL,XREK,5000.0,8.0,0.0
1/29/1991,1991-01-29-09.43.05.000000,SELL,DER,5000.0,18.54,0.0
1/29/1991,1991-01-29-09.45.54.000000,BUY,JCM,1000.0,51.05,0.0
1/29/1991,1991-01-29-09.48.32.000000,BUY,TYJ,4000.0,12.35,0.0
1/29/1991,1991-01-29-11.32.51.000000,BUY,ZTZ,4000.0,12.6,0.0
1/29/1991,1991-01-29-11.33.35.000000,BUY,QSF,1000.0,37.87,0.0
1/29/1991,1991-01-29-11.34.19.000000,BUY,ZTZ,1000.0,12.62,0.0
1/29/1991,1991-01-29-11.34.56.000000,BUY,ZTZ,1000.0,12.62,0.0
1/29/1991,1991-01-29-11.35.55.000000,BUY,NQRF,200.0,23.87,0.0
1/29/1991,1991-01-29-11.35.55.000000,BUY,NQRF,590.0,23.51,0.0
1/29/1991,1991-01-29-11.35.55.000000,BUY,NQRF,710.0,23.96,0.0
1/29/1991,1991-01-29-11.36.08.000000,BUY,ON,50.0,73.57,0.0
1/29/1991,1991-01-29-11.36.08.000000,BUY,ON,200.0,73.56,0.0
1/29/1991,1991-01-29-12.00.16.000000,BUY,IZJ,1500.0,77.94,0.0
1/29/1991,1991-01-29-12.03.11.000000,BUY,IZJ,1000.0,78.36,0.0
1/29/1991,1991-01-29-12.04.28.000000,BUY,IZJ,1000.0,78.49,0.0
1/29/1991,1991-01-29-12.25.42.000000,SELL,RIBY,9201.0,6.46,0.0
1/29/1991,1991-01-29-14.12.36.000000,BUY,ZEIP,528.0,9.44,0.0
1/29/1991,1991-01-29-14.30.05.000000,BUY,ZEIP,500.0,9.45,0.0
1/29/1991,1991-01-29-14.33.16.000000,BUY,POV,17.0,51.32,0.0
1/29/1991,1991-01-29-14.37.00.000000,BUY,CGTV,1000.0,10.45,0.0
1/29/1991,1991-01-29-14.39.59.000000,BUY,IZJ,1000.0,78.01,0.0
1/29/1991,1991-01-29-15.40.24.000000,BUY,ZEIP,250.0,9.4,0.0
1/30/1991,1991-01-30-09.54.06.000000,SELL,TYQ,5.0,162.4,0.0
1/30/1991,1991-01-30-09.54.29.000000,BUY,GVC,4.0,120.29,0.0
1/30/1991,1991-01-30-10.43.05.000000,SELL,MEBM,4.0,102.45,0.0
1/30/1991,1991-01-30-12.25.59.000000,BUY,QKW,39.0,39.73,0.0
1/30/1991,1991-01-30-12.27.26.000000,SELL,CETB,14.0,99.92,0.0
1/30/1991,1991-01-30-14.30.14.000000,BUY,SVB,5000.0,19.84,0.0
1/30/1991,1991-01-30-14.34.39.000000,BUY,SVB,2000.0,19.9,0.0
1/30/1991,1991-01-30-14.36.36.000000,BUY,SVB,3000.0,19.88,0.0
1/30/1991,1991-01-30-15.03.57.000000,BUY,SVB,5000.0,19.9,0.0
1/30/1991,1991-01-30-15.14.12.000000,BUY,PPHE,200.0,6.0,0.0
1/30/1991,1991-01-30-15.14.12.000000,BUY,PPHE,200.0,6.03,0.0
1/30/1991,1991-01-30-15.14.12.000000,BUY,PPHE,4600.0,5.83,0.0
1/30/1991,1991-01-30-15.17.12.000000,SELL,FCCC,400.0,10.03,0.0
1/30/1991,1991-01-30-15.17.12.000000,SELL,FCCC,4600.0,10.04,0.0
1/30/1991,1991-01-30-15.23.32.000000,BUY,PPHE,2500.0,6.08,0.0
1/30/1991,1991-01-30-15.30.56.000000,BUY,SVB,3000.0,19.73,0.0
1/30/1991,1991-01-30-15.35.59.000000,BUY,PPHE,100.0,6.0,0.0
1/30/1991,1991-01-30-15.35.59.000000,BUY,PPHE,2400.0,6.15,0.0
1/31/1991,1991-01-31-09.38.56.000000,BUY,SVB,200.0,17.27,0.0
1/31/1991,1991-01-31-09.38.56.000000,BUY,SVB,800.0,17.27,0.0
1/31/1991,1991-01-31-09.49.52.000000,BUY,PPHE,6000.0,6.6,0.0
1/31/1991,1991-01-31-10.00.08.000000,BUY,PPHE,2555.0,6.69,0.0
1/31/1991,1991-01-31-10.30.29.000000,BUY,PPHE,800.0,6.8,0.0
1/31/1991,1991-01-31-11.00.07.000000,BUY,YZBF,2000.0,9.59,0.0
1/31/1991,1991-01-31-11.08.18.000000,BUY,PPHE,1500.0,6.85,0.0
1/31/1991,1991-01-31-11.09.38.000000,BUY,PPHE,1500.0,6.85,0.0
1/31/1991,1991-01-31-11.17.45.000000,BUY,SVB,1000.0,17.18,0.0
1/31/1991,1991-01-31-11.24.03.000000,BUY,PPHE,6800.0,6.8,0.0
1/31/1991,1991-01-31-11.41.21.000000,BUY,PPHE,5000.0,6.8,0.0
1/31/1991,1991-01-31-11.43.49.000000,BUY,PPHE,4400.0,6.79,0.0
9/25/1991,1991-01-31-11.54.38.000000,SELL,XREK,2500.0,10.45,0.0
1/31/1991,1991-01-31-12.18.15.000000,BUY,PPHE,2500.0,6.77,0.0
1/31/1991,1991-01-31-12.54.11.000000,SELL,OXF,57.0,13.27,0.0
1/31/1991,1991-01-31-13.24.15.000000,BUY,PPHE,1000.0,6.87,0.0
1/31/1991,1991-01-31-13.33.31.000000,BUY,PPHE,445.0,6.88,0.0
2/1/1991,1991-02-01-10.12.22.000000,SELL,YZBF,100.0,9.79,20.0000
2/1/1991,1991-02-01-11.56.04.000000,BUY,OPF.P,2200.0,25.5,0.0
2/4/1991,1991-02-04-09.30.00.000000,BUY,RKKV,5.0,31.19,0.0
2/4/1991,1991-02-04-09.30.00.000000,BUY,RKKV,2.0,31.19,0.0
2/4/1991,1991-02-04-09.30.11.000000,SELL,PPHE,3631.0,8.11,4716.5900
2/4/1991,1991-02-04-09.37.45.000000,BUY,UGPB,5000.0,9.65,0.0
2/4/1991,1991-02-04-09.44.20.000000,BUY,SVB,1000.0,17.17,0.0
2/4/1991,1991-02-04-10.26.11.000000,BUY,ZEIP,500.0,9.6,0.0
2/4/1991,1991-02-04-10.46.50.000000,SELL,VAGP,2000.0,21.35,340.0000
2/4/1991,1991-02-04-10.46.52.000000,SELL,VAGP,2000.0,21.35,0.0
2/4/1991,1991-02-04-11.04.20.000000,SELL,RIBY,5399.0,6.57,0.0
2/4/1991,1991-02-04-11.18.34.000000,BUY,PPHE,1500.0,7.62,0.0
2/4/1991,1991-02-04-11.31.53.000000,BUY,XGBF,1800.0,4.51,0.0
2/4/1991,1991-02-04-11.31.53.000000,BUY,XGBF,3200.0,4.51,0.0
2/4/1991,1991-02-04-11.33.28.000000,BUY,XGBF,3000.0,4.52,0.0
2/4/1991,1991-02-04-11.37.26.000000,BUY,NQRF,1000.0,23.7,0.0
2/4/1991,1991-02-04-11.38.26.000000,BUY,UNY,500.0,40.97,0.0
2/4/1991,1991-02-04-12.13.56.000000,BUY,ZEIP,275.0,9.79,0.0
2/4/1991,1991-02-04-12.18.15.000000,BUY,ZEIP,500.0,9.8,0.0
2/4/1991,1991-02-04-12.19.26.000000,BUY,ZEIP,225.0,9.8,0.0
2/4/1991,1991-02-04-12.24.28.000000,SELL,GQT,10.0,138.72,0.0
2/4/1991,1991-02-04-12.43.38.000000,BUY,PPHE,1000.0,7.84,0.0
2/4/1991,1991-02-04-12.44.58.000000,BUY,PPHE,1000.0,7.83,0.0
2/4/1991,1991-02-04-12.46.26.000000,BUY,PPHE,500.0,7.85,0.0
2/4/1991,1991-02-04-13.32.03.000000,BUY,PPHE,1000.0,7.95,0.0
2/4/1991,1991-02-04-13.48.59.000000,SELL,RIBY,1200.0,6.62,0.0
2/4/1991,1991-02-04-13.48.59.000000,SELL,RIBY,1800.0,6.77,0.0
2/4/1991,1991-02-04-14.00.31.000000,BUY,ZEIP,750.0,9.53,0.0
2/4/1991,1991-02-04-14.06.05.000000,BUY,PPHE,5000.0,7.85,0.0
2/4/1991,1991-02-04-14.28.51.000000,SELL,RIBY,5000.0,6.61,0.0
2/4/1991,1991-02-04-14.49.21.000000,BUY,UGPB,1.0,9.57,0.0
2/4/1991,1991-02-04-14.54.42.000000,SELL,PPHE,3528.0,7.86,35.2800
2/5/1991,1991-02-05-09.19.31.000000,BUY,PPHE,3000.0,7.86,0.0
2/5/1991,1991-02-05-09.35.59.000000,BUY,SAFE,3000.0,16.1,0.0
2/5/1991,1991-02-05-09.54.22.000000,BUY,PPHE,5000.0,7.87,0.0
2/5/1991,1991-02-05-09.57.45.000000,SELL,YZBF,400.0,9.8,84.0000
2/5/1991,1991-02-05-10.02.54.000000,SELL,FCCC,5000.0,10.15,0.0
2/5/1991,1991-02-05-10.22.54.000000,BUY,PPHE,3000.0,8.0,0.0
2/5/1991,1991-02-05-10.24.09.000000,SELL,PPHE,5000.0,8.25,1510.0000
2/5/1991,1991-02-05-10.48.13.000000,SELL,PIF,3182.0,51.4,0.0
2/5/1991,1991-02-05-11.32.35.000000,BUY,SAFE,2000.0,16.35,0.0
2/5/1991,1991-02-05-11.51.36.000000,SELL,YZBF,3810.0,9.73,7317.6600
2/5/1991,1991-02-05-11.53.01.000000,SELL,RIBY,200.0,6.7,0.0
2/5/1991,1991-02-05-11.53.01.000000,SELL,RIBY,1800.0,6.66,0.0
2/5/1991,1991-02-05-11.57.26.000000,BUY,ZEIP,1000.0,10.0,0.0
2/5/1991,1991-02-05-12.00.31.000000,BUY,SAFE,2500.0,16.44,0.0
2/5/1991,1991-02-05-12.01.19.000000,BUY,ZEIP,250.0,10.03,0.0
2/5/1991,1991-02-05-12.11.23.000000,BUY,ZEIP,245.0,10.03,0.0
2/5/1991,1991-02-05-12.16.11.000000,BUY,ZEIP,505.0,10.04,0.0
2/5/1991,1991-02-05-12.29.48.000000,BUY,ZEIP,222.0,10.1,0.0
2/5/1991,1991-02-05-12.31.53.000000,BUY,ZEIP,223.0,10.1,0.0
2/5/1991,1991-02-05-12.33.39.000000,BUY,ZEIP,315.0,10.1,0.0
2/5/1991,1991-02-05-12.39.44.000000,BUY,ZEIP,555.0,10.17,0.0
2/5/1991,1991-02-05-12.42.48.000000,BUY,ZEIP,385.0,10.2,0.0
2/5/1991,1991-02-05-12.47.19.000000,BUY,ZEIP,300.0,10.22,0.0
2/5/1991,1991-02-05-12.48.37.000000,BUY,ZEIP,200.0,10.19,0.0
2/5/1991,1991-02-05-12.49.33.000000,BUY,ZEIP,200.0,10.22,0.0
2/5/1991,1991-02-05-12.50.42.000000,BUY,ZEIP,750.0,10.43,0.0
2/5/1991,1991-02-05-12.54.57.000000,SELL,VOZ,100.0,203.06,0.0
2/5/1991,1991-02-05-13.53.51.000000,BUY,ZEIP,300.0,10.49,0.0
2/5/1991,1991-02-05-13.54.12.000000,BUY,ZEIP,150.0,10.49,0.0
2/5/1991,1991-02-05-13.55.21.000000,BUY,ZEIP,666.0,10.5,0.0
2/5/1991,1991-02-05-13.57.55.000000,BUY,ZEIP,333.0,10.5,0.0
2/5/1991,1991-02-05-14.07.22.000000,BUY,ZEIP,301.0,10.5,0.0
2/5/1991,1991-02-05-14.10.29.000000,BUY,ZEIP,225.0,10.5,0.0
2/5/1991,1991-02-05-14.33.42.000000,BUY,PPHE,1000.0,7.96,0.0
2/5/1991,1991-02-05-14.46.58.000000,SELL,EEP,750.0,69.2,1432.5000
2/5/1991,1991-02-05-14.49.47.000000,SELL,NCP,700.0,82.93,2471.0000
2/5/1991,1991-02-05-14.50.57.000000,BUY,PPHE,2000.0,7.97,0.0
2/5/1991,1991-02-05-14.55.24.000000,BUY,SAFE,2000.0,16.7,0.0
2/5/1991,1991-02-05-15.04.09.000000,BUY,SAFE,2500.0,16.71,0.0
2/5/1991,1991-02-05-15.06.16.000000,BUY,ZEIP,1000.0,10.31,0.0
2/5/1991,1991-02-05-15.21.32.000000,SELL,YZBF,1529.0,9.73,1116.1700
2/5/1991,1991-02-05-15.25.05.000000,SELL,PPHE,5000.0,8.1,860.0000
2/5/1991,1991-02-05-15.48.37.000000,BUY,ZEIP,1625.0,10.02,0.0
2/5/1991,1991-02-05-15.49.44.000000,BUY,ZEIP,155.0,10.36,0.0
2/6/1991,1991-02-06-07.53.51.000000,SELL,PPHE,8000.0,8.3,3470.2800
2/6/1991,1991-02-06-08.35.51.000000,SELL,MGF,50.0,30.98,0.0
2/6/1991,1991-02-06-09.32.33.000000,BUY,JZO,2000.0,35.58,0.0
2/6/1991,1991-02-06-09.33.46.000000,SELL,YZBF,3454.0,9.73,2521.4200
2/6/1991,1991-02-06-09.37.56.000000,SELL,RYAX,5000.0,6.9,0.0
2/6/1991,1991-02-06-09.39.44.000000,SELL,PPHE,5000.0,8.3,5290.6800
2/6/1991,1991-02-06-09.42.38.000000,BUY,ZEIP,1000.0,10.4,0.0
2/6/1991,1991-02-06-09.50.53.000000,BUY,SAFE,2500.0,16.46,0.0
2/6/1991,1991-02-06-09.53.13.000000,BUY,PPHE,2000.0,8.2,0.0
2/6/1991,1991-02-06-09.54.26.000000,BUY,PPHE,2000.0,8.1,0.0
2/6/1991,1991-02-06-10.11.17.000000,BUY,PPHE,5000.0,7.9,0.0
2/6/1991,1991-02-06-10.33.36.000000,BUY,ABI,1000.0,66.86,0.0
